OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,NAME,P1_001N,P1_002N,P1_003N,P1_004N,P1_005N,P1_006N,P1_007N,P1_008N,P1_009N,P1_010N,P1_011N,P1_012N,P1_013N,P1_014N,P1_015N,P1_016N,P1_017N,P1_018N,P1_019N,P1_020N,P1_021N,P1_022N,P1_023N,P1_024N,P1_025N,P1_026N,P1_027N,P1_028N,P1_029N,P1_030N,P1_031N,P1_032N,P1_033N,P1_034N,P1_035N,P1_036N,P1_037N,P1_038N,P1_039N,P1_040N,P1_041N,P1_042N,P1_043N,P1_044N,P1_045N,P1_046N,P1_047N,P1_048N,P1_049N,P1_050N,P1_051N,P1_052N,P1_053N,P1_054N,P1_055N,P1_056N,P1_057N,P1_058N,P1_059N,P1_060N,P1_061N,P1_062N,P1_063N,P1_064N,P1_065N,P1_066N,P1_067N,P1_068N,P1_069N,P1_070N,P1_071N,ShapeSTArea,ShapeSTLength
115,48,029,140900,48029140900,1409,Census Tract,G5020,S,1189812,0,+29.3798119,-098.4548664,"Census Tract 1409, Bexar County, Texas",1916,1421,802,54,33,5,1,526,495,486,1,7,2,4,464,0,0,0,5,0,0,0,0,3,0,8,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12803460.2109375,14287.7231156634
116,48,029,141000,48029141000,1410,Census Tract,G5020,S,1797042,0,+29.3709842,-098.4573460,"Census Tract 1410, Bexar County, Texas",3344,2539,1398,237,50,22,4,828,805,786,13,21,6,0,726,5,0,1,9,0,0,5,0,0,0,18,4,0,0,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19337845.4277344,19015.4907722925
117,48,029,141101,48029141101,1411.01,Census Tract,G5020,S,3411164,27621,+29.3580352,-098.4555776,"Census Tract 1411.01, Bexar County, Texas",4084,3256,1876,425,50,24,1,880,828,802,9,18,3,2,734,0,0,1,23,3,0,5,0,4,0,20,3,0,0,2,2,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37004508.7617188,32935.0197296058
118,48,029,141102,48029141102,1411.02,Census Tract,G5020,S,1532608,0,+29.3626958,-098.4453440,"Census Tract 1411.02, Bexar County, Texas",3612,2904,1588,370,63,17,3,863,708,690,20,23,1,0,618,5,0,0,18,1,0,2,2,0,0,18,0,0,0,3,2,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16492254.9472656,23696.6425107799
119,48,029,141200,48029141200,1412,Census Tract,G5020,S,3791692,0,+29.3802571,-098.4395548,"Census Tract 1412, Bexar County, Texas",6685,4789,2744,299,104,22,2,1618,1896,1859,38,51,10,1,1720,3,0,2,14,0,0,16,0,4,0,37,5,3,0,7,0,0,18,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40802145.34375,31601.7519038024
120,48,029,141300,48029141300,1413,Census Tract,G5020,S,7569427,43451,+29.3754769,-098.4136858,"Census Tract 1413, Bexar County, Texas",6678,4941,2519,1230,114,25,5,1048,1737,1672,66,38,19,0,1485,8,4,0,31,1,0,13,2,5,0,59,8,4,0,10,6,0,27,1,2,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81921625.2011719,48305.3067969412
121,48,029,141402,48029141402,1414.02,Census Tract,G5020,S,5807301,4385,+29.3436408,-098.4193021,"Census Tract 1414.02, Bexar County, Texas",6236,4140,2297,308,72,127,5,1331,2096,2028,41,49,18,2,1865,8,3,0,21,1,0,17,0,2,1,63,7,5,0,18,5,0,22,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62539088.859375,32582.993388429
122,48,029,141403,48029141403,1414.03,Census Tract,G5020,S,1796666,0,+29.3586573,-098.4272773,"Census Tract 1414.03, Bexar County, Texas",4773,3649,2246,234,64,65,10,1030,1124,1087,23,26,22,4,978,5,0,0,11,0,0,10,3,1,4,37,2,4,0,10,1,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19333805.4960938,19390.7544244345
123,48,029,141404,48029141404,1414.04,Census Tract,G5020,S,2644403,0,+29.3667835,-098.4257028,"Census Tract 1414.04, Bexar County, Texas",4929,3420,2107,249,71,22,7,964,1509,1480,25,37,20,0,1351,0,4,1,30,1,0,11,0,0,0,24,1,0,1,6,0,0,8,0,7,0,0,0,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28456249.8710938,29788.2689572516
124,48,029,141600,48029141600,1416,Census Tract,G5020,S,3384803,6294,+29.3315404,-098.4391546,"Census Tract 1416, Bexar County, Texas",4525,2798,1576,78,97,36,0,1011,1727,1714,11,19,10,0,1637,0,5,1,10,0,0,19,0,2,0,11,2,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36491317.2050781,27953.296174183
125,48,029,141700,48029141700,1417,Census Tract,G5020,S,50911236,688693,+29.3250725,-098.3846828,"Census Tract 1417, Bexar County, Texas",6440,4490,3011,184,69,28,10,1188,1950,1906,25,59,17,1,1751,5,0,3,19,0,0,18,2,5,1,43,6,1,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555262867.285156,129900.213202335
126,48,029,141800,48029141800,1418,Census Tract,G5020,S,72820627,5819551,+29.2558402,-098.3627182,"Census Tract 1418, Bexar County, Texas",4924,3718,2443,54,53,21,1,1146,1206,1170,20,95,8,0,1025,2,3,1,7,2,0,7,0,0,0,34,3,0,0,12,3,0,12,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,846242729.009766,172651.043056875
127,48,029,141900,48029141900,1419,Census Tract,G5020,S,120714587,14730634,+29.3289098,-098.3128977,"Census Tract 1419, Bexar County, Texas",6234,5066,4111,215,70,69,6,595,1168,1122,30,94,25,0,942,0,0,1,5,0,0,11,5,7,2,39,3,2,0,9,0,1,15,1,7,1,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457516084.40625,167943.081300108
128,48,029,150100,48029150100,1501,Census Tract,G5020,S,2444782,86587,+29.4044041,-098.5050283,"Census Tract 1501, Bexar County, Texas",5016,3192,1779,82,100,76,5,1150,1824,1789,20,23,17,3,1698,1,1,0,1,1,0,20,2,0,2,35,6,1,0,0,1,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27239917.5859375,20195.8085503903
129,48,029,150300,48029150300,1503,Census Tract,G5020,S,2960537,79630,+29.3881982,-098.5016596,"Census Tract 1503, Bexar County, Texas",3965,2609,1467,52,52,4,1,1033,1356,1333,9,19,3,1,1265,4,0,4,5,0,0,17,1,3,2,20,1,0,0,6,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32715017.8945312,26636.4589653119
130,48,029,150400,48029150400,1504,Census Tract,G5020,S,1417687,0,+29.3879675,-098.5173562,"Census Tract 1504, Bexar County, Texas",3814,2586,1444,11,73,6,0,1052,1228,1195,6,24,7,0,1144,0,0,0,4,0,0,7,0,3,0,24,11,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15255599.2441406,17485.5904879449
131,48,029,150501,48029150501,1505.01,Census Tract,G5020,S,1370199,0,+29.3790793,-098.5256037,"Census Tract 1505.01, Bexar County, Texas",4016,2925,1436,40,81,18,1,1349,1091,1081,3,5,2,2,1046,3,0,0,6,0,0,11,2,1,0,6,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14744592.6054688,17804.7682357061
132,48,029,150502,48029150502,1505.02,Census Tract,G5020,S,1338553,0,+29.3717614,-098.5254764,"Census Tract 1505.02, Bexar County, Texas",3734,2620,1364,27,27,0,3,1199,1114,1088,4,12,1,0,1055,0,1,1,5,0,0,8,0,1,0,25,3,1,0,4,6,0,5,1,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14404057.0527344,16197.4138717429
133,48,029,150600,48029150600,1506,Census Tract,G5020,S,1890312,0,+29.3752865,-098.5104989,"Census Tract 1506, Bexar County, Texas",4039,2558,1408,30,50,9,0,1061,1481,1458,4,15,2,0,1427,0,1,0,1,0,0,5,0,3,0,19,4,3,0,2,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20341497.0917969,18300.1896004594
134,48,029,150700,48029150700,1507,Census Tract,G5020,S,2220834,0,+29.3750237,-098.4963653,"Census Tract 1507, Bexar County, Texas",5601,3568,2009,44,109,16,12,1378,2033,1990,6,29,11,0,1907,0,0,0,8,3,0,17,0,4,5,38,7,1,0,5,0,1,17,2,2,2,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23898203.4550781,20452.4803839932
135,48,029,150800,48029150800,1508,Census Tract,G5020,S,4300488,124244,+29.3636646,-098.4770644,"Census Tract 1508, Bexar County, Texas",3227,2344,1470,143,48,26,3,654,883,851,3,22,8,0,795,0,0,0,17,0,0,6,0,0,0,31,6,0,0,2,1,0,12,2,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47614249.8203125,32967.5306585368
136,48,029,150900,48029150900,1509,Census Tract,G5020,S,2754406,0,+29.3624270,-098.4932268,"Census Tract 1509, Bexar County, Texas",5933,3924,2319,43,84,22,3,1453,2009,1979,0,38,4,1,1900,0,1,0,12,0,0,17,0,3,3,25,0,4,0,3,0,0,13,0,2,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29639978.046875,22821.2366500905
137,48,029,151000,48029151000,1510,Census Tract,G5020,S,1583849,0,+29.3625271,-098.5102428,"Census Tract 1510, Bexar County, Texas",3204,2177,1292,18,44,10,0,813,1027,1000,0,10,1,0,974,0,0,1,2,0,0,8,4,0,0,21,1,0,0,4,0,0,11,0,0,2,0,0,3,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17043704.4550781,16470.156126655
138,48,029,151100,48029151100,1511,Census Tract,G5020,S,3463440,0,+29.3620775,-098.5306827,"Census Tract 1511, Bexar County, Texas",6450,4699,2727,39,80,8,0,1845,1751,1736,4,14,0,0,1687,8,1,0,6,0,0,13,3,0,0,14,2,0,0,0,1,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37269754.2734375,26983.2856323898
139,48,029,151200,48029151200,1512,Census Tract,G5020,S,6990735,36902,+29.3380619,-098.5437046,"Census Tract 1512, Bexar County, Texas",10797,7398,4423,206,139,64,8,2558,3399,3331,15,30,7,3,3216,1,2,0,20,2,0,31,0,4,0,63,5,0,0,13,0,0,37,1,4,0,1,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,75623866.109375,38700.5671836816
140,48,029,151301,48029151301,1513.01,Census Tract,G5020,S,3535945,39446,+29.3471047,-098.5257060,"Census Tract 1513.01, Bexar County, Texas",5599,3884,2238,70,56,15,1,1504,1715,1686,5,14,8,0,1635,0,0,0,12,1,0,9,2,0,0,27,0,1,0,8,0,0,11,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,38474499.6347656,26919.1622344493
141,48,029,151302,48029151302,1513.02,Census Tract,G5020,S,3272290,1622,+29.3290251,-098.5251025,"Census Tract 1513.02, Bexar County, Texas",3275,2246,1269,47,41,4,0,885,1029,1023,2,6,2,2,981,1,1,2,4,0,0,20,0,2,0,6,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35230289.4746094,25458.0026357345
142,48,029,151400,48029151400,1514,Census Tract,G5020,S,1876991,5113,+29.3491456,-098.5099698,"Census Tract 1514, Bexar County, Texas",4487,3041,1810,48,66,13,0,1104,1446,1423,7,17,0,0,1371,0,0,0,7,0,1,17,0,3,0,22,1,2,0,5,1,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253179.2753906,18148.1713519414
143,48,029,151500,48029151500,1515,Census Tract,G5020,S,1950006,0,+29.3525983,-098.4923256,"Census Tract 1515, Bexar County, Texas",2411,1794,1060,18,12,19,0,685,617,606,4,11,8,2,561,2,0,1,3,0,1,10,0,2,1,11,0,2,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20983875.3339844,20462.8512651004
144,48,029,151600,48029151600,1516,Census Tract,G5020,S,3078853,0,+29.3412032,-098.4937810,"Census Tract 1516, Bexar County, Texas",7358,5120,3359,109,106,29,1,1516,2238,2200,15,41,8,4,2100,1,0,0,7,1,0,13,0,10,0,34,3,0,0,11,0,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33131253.3632812,22989.6784980163
145,48,029,151700,48029151700,1517,Census Tract,G5020,S,6264083,39645,+29.3291186,-098.4999500,"Census Tract 1517, Bexar County, Texas",7173,4876,2927,67,108,22,4,1748,2297,2257,10,31,11,2,2161,0,3,0,4,0,0,28,4,1,2,40,1,0,0,10,0,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67833973.9257812,38575.0934688911
146,48,029,151900,48029151900,1519,Census Tract,G5020,S,36243181,3251443,+29.2925232,-098.4710132,"Census Tract 1519, Bexar County, Texas",8156,5396,3274,222,124,80,6,1690,2760,2699,22,38,8,3,2583,1,1,0,14,2,0,18,1,6,2,59,2,0,0,8,4,0,31,6,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424999026.974609,113267.728798177
147,48,029,152000,48029152000,1520,Census Tract,G5020,S,45803349,734943,+29.2845687,-098.5327496,"Census Tract 1520, Bexar County, Texas",4314,2964,1793,257,32,48,3,831,1350,1325,9,17,10,3,1270,3,2,0,3,0,0,6,0,1,1,23,6,2,0,4,0,0,3,0,4,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500795392.177734,113088.263299469
148,48,029,152100,48029152100,1521,Census Tract,G5020,S,111654936,233003,+29.2098315,-098.5374574,"Census Tract 1521, Bexar County, Texas",6829,4841,3304,60,102,102,5,1268,1988,1974,15,42,8,2,1858,3,1,0,14,2,1,23,0,5,0,10,1,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204023914.39258,172246.650328061
149,48,029,152201,48029152201,1522.01,Census Tract,G5020,S,82508932,1064632,+29.2071982,-098.4588926,"Census Tract 1522.01, Bexar County, Texas",9868,7361,4876,132,201,48,4,2100,2507,2457,46,115,7,0,2263,1,2,0,10,0,0,11,1,1,0,49,3,1,0,15,0,0,27,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899334272.84375,160288.523294946
150,48,029,152202,48029152202,1522.02,Census Tract,G5020,S,74847036,347510,+29.1869042,-098.3927894,"Census Tract 1522.02, Bexar County, Texas",5964,4532,2852,100,107,20,1,1452,1432,1402,9,35,31,0,1302,2,0,1,9,0,0,6,2,2,3,26,0,0,0,2,1,1,19,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,809168819.349609,156986.507970665
151,48,029,160100,48029160100,1601,Census Tract,G5020,S,2492063,115558,+29.4088381,-098.5217808,"Census Tract 1601, Bexar County, Texas",6217,4683,2662,126,123,6,3,1763,1534,1502,12,16,4,3,1423,5,5,0,14,0,0,20,0,0,0,28,0,0,1,10,3,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28060429.5839844,24562.6548860594
152,48,029,160200,48029160200,1602,Census Tract,G5020,S,1088272,0,+29.3999440,-098.5183695,"Census Tract 1602, Bexar County, Texas",2490,1720,997,16,65,15,2,625,770,742,2,8,2,1,708,0,0,0,4,0,0,17,0,0,0,28,3,0,0,2,0,0,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11710789.1992188,14808.0813056849
153,48,029,160300,48029160300,1603,Census Tract,G5020,S,1764367,0,+29.3912299,-098.5263991,"Census Tract 1603, Bexar County, Texas",4928,2957,1700,32,70,11,1,1143,1971,1951,4,17,0,1,1922,0,1,0,1,0,0,3,0,2,0,17,0,0,0,1,2,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18986206.6289062,18976.0050845413
154,48,029,160400,48029160400,1604,Census Tract,G5020,S,2835670,0,+29.3903429,-098.5412402,"Census Tract 1604, Bexar County, Texas",4682,3159,1941,31,92,2,6,1087,1523,1494,9,24,2,1,1411,1,0,0,9,0,0,34,0,3,0,29,1,0,0,1,0,0,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30514489.6875,22965.3086979023
155,48,029,160501,48029160501,1605.01,Census Tract,G5020,S,1380740,0,+29.4112778,-098.5387851,"Census Tract 1605.01, Bexar County, Texas",3936,2652,1477,186,65,79,1,844,1284,1266,0,8,6,0,1218,3,2,1,12,0,0,16,0,0,0,17,8,0,0,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14858076.03125,18037.3460259987
156,48,029,160502,48029160502,1605.02,Census Tract,G5020,S,1945050,0,+29.4027445,-098.5393755,"Census Tract 1605.02, Bexar County, Texas",3950,2696,1660,79,63,18,1,875,1254,1239,0,5,8,0,1213,0,0,0,2,0,0,7,4,0,0,11,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20930553.5,18783.6345352981
157,48,029,160600,48029160600,1606,Census Tract,G5020,S,2200749,0,+29.4113725,-098.5537037,"Census Tract 1606, Bexar County, Texas",4440,3159,2043,37,57,19,2,1001,1281,1270,11,11,0,0,1220,7,1,2,6,3,0,7,2,0,0,11,3,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23682186.0253906,24512.1326204234
158,48,029,160701,48029160701,1607.01,Census Tract,G5020,S,2602283,0,+29.4063314,-098.5739064,"Census Tract 1607.01, Bexar County, Texas",3187,2181,1244,12,35,2,0,888,1006,992,5,5,4,2,963,0,1,0,4,0,0,8,0,0,0,12,5,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28002977.0117188,24553.1004764378
159,48,029,160702,48029160702,1607.02,Census Tract,G5020,S,2935415,0,+29.3962513,-098.5569566,"Census Tract 1607.02, Bexar County, Texas",4972,3423,2100,103,47,14,2,1157,1549,1521,10,17,7,0,1462,2,3,1,8,0,0,7,1,3,0,27,2,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31587784.6074219,26464.3738613388
160,48,029,160901,48029160901,1609.01,Census Tract,G5020,S,2483732,0,+29.3676060,-098.5460910,"Census Tract 1609.01, Bexar County, Texas",2951,2129,1196,14,64,7,0,848,822,800,5,6,1,1,768,0,1,0,0,1,0,15,0,2,0,17,0,0,0,2,0,0,11,0,2,0,0,0,2,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26727240.8613281,32827.7048514385
161,48,029,160902,48029160902,1609.02,Census Tract,G5020,S,2585534,428,+29.3695546,-098.5570405,"Census Tract 1609.02, Bexar County, Texas",4144,3074,1883,26,47,13,4,1101,1070,1055,12,11,0,0,987,1,0,0,4,0,0,35,0,5,0,14,0,0,0,1,0,0,8,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27827369.5585938,33456.3684011331
162,48,029,161000,48029161000,1610,Census Tract,G5020,S,7390356,40596,+29.3425496,-098.5700238,"Census Tract 1610, Bexar County, Texas",3474,2455,1381,82,28,21,5,938,1019,995,1,19,6,0,953,4,0,0,8,1,0,2,0,0,1,21,1,0,0,6,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79963925.6601562,41250.1925053236
163,48,029,161100,48029161100,1611,Census Tract,G5020,S,10119455,16207,+29.3269538,-098.5762883,"Census Tract 1611, Bexar County, Texas",8449,5908,3280,69,120,43,10,2386,2541,2491,10,22,14,2,2404,1,1,0,9,1,0,23,1,3,0,40,12,0,0,3,1,0,15,1,4,4,0,0,0,0,0,0,0,0,0,0,8,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,109069051.921875,58890.8442587572
164,48,029,161200,48029161200,1612,Census Tract,G5020,S,45644369,778241,+29.2994770,-098.6037886,"Census Tract 1612, Bexar County, Texas",3934,2639,1520,132,48,31,4,904,1295,1276,12,21,6,0,1203,2,2,0,20,1,0,6,3,0,0,17,2,2,0,2,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,499550426.314453,129161.450322625
165,48,029,161302,48029161302,1613.02,Census Tract,G5020,S,3411583,24064,+29.3335210,-098.6121389,"Census Tract 1613.02, Bexar County, Texas",5409,3878,2136,149,67,33,6,1487,1531,1518,7,14,6,0,1448,2,0,0,20,0,0,11,6,4,0,12,0,0,1,4,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36970748.0859375,25343.9927999733
166,48,029,161303,48029161303,1613.03,Census Tract,G5020,S,1183190,0,+29.3428267,-098.6067221,"Census Tract 1613.03, Bexar County, Texas",4167,2895,1707,69,74,8,1,1036,1272,1256,5,10,4,1,1190,0,0,1,4,0,0,38,0,1,2,14,1,0,0,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12732220.8808594,18482.2131314989
167,48,029,161304,48029161304,1613.04,Census Tract,G5020,S,6524443,27747,+29.3453415,-098.5935539,"Census Tract 1613.04, Bexar County, Texas",4738,3449,2215,169,54,20,0,991,1289,1265,21,15,5,1,1188,6,3,1,6,2,0,12,2,3,0,22,0,4,0,2,0,0,13,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70507619.0078125,46635.671939201
168,48,029,161400,48029161400,1614,Census Tract,G5020,S,10999478,0,+29.3866431,-098.6178725,"Census Tract 1614, Bexar County, Texas",9755,9235,6189,2010,23,379,21,613,520,444,169,30,62,5,130,14,13,0,8,1,0,0,9,3,0,68,8,5,0,34,3,0,12,1,3,0,2,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,118364608.074219,56182.9738322014
169,48,029,161501,48029161501,1615.01,Census Tract,G5020,S,4090193,0,+29.3648482,-098.6073537,"Census Tract 1615.01, Bexar County, Texas",7717,5779,3232,373,114,56,17,1987,1938,1876,47,80,15,0,1666,7,0,0,19,0,0,21,8,10,3,58,10,3,0,11,0,0,15,2,15,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,44014260.015625,29262.2446339524
170,48,029,161503,48029161503,1615.03,Census Tract,G5020,S,2331253,0,+29.3558344,-098.6267718,"Census Tract 1615.03, Bexar County, Texas",5515,3983,2165,193,53,72,19,1481,1532,1513,14,27,20,0,1412,2,7,1,21,0,0,6,0,3,0,14,2,0,0,0,0,0,6,1,1,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25086480.3984375,28313.3815198711
171,48,029,161504,48029161504,1615.04,Census Tract,G5020,S,2292120,23704,+29.3552605,-098.6170903,"Census Tract 1615.04, Bexar County, Texas",4724,3601,2076,171,46,25,0,1283,1123,1106,18,26,5,3,1013,2,5,2,7,0,0,24,0,1,0,14,1,1,0,3,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24920356.4414062,28124.4053239375
